name,number,position,status,height,weight,experience,college,team_key
Ka'imi Fairbairn,7,K,ACT,72,183,7,UCLA,21
Jacobi Francis,38,DB,DEV,71,193,,R,21
Royce Freeman,26,RB,DEV,72,238,5,Oregon,21
Kenyon Green,59,G,ACT,76,323,,R,21
Rasheem Green,92,DE,ACT,76,279,5,USC,21
Jonathan Greenard,52,DE,RSR,75,263,3,Florida,21
Kamu Grugier-Hill,51,OLB,TRC,74,220,7,Eastern Illinois,21
Troy Hairston,34,FB,ACT,71,245,,R,21
Jake Hansen,49,LB,ACT,73,235,,R,21
Christian Harris,48,OLB,ACT,73,226,,R,21
Demone Harris,94,DE,DEV,76,272,3,Buffalo,21
Charlie Heck,67,OT,ACT,80,311,3,North Carolina,21
Neville Hewitt,43,LB,ACT,74,234,8,Marshall,21
Kurt Hinish,93,DT,ACT,74,300,,R,21
O.J. Howard,83,TE,ACT,78,251,6,Alabama,21
Tytus Howard,71,OT,ACT,77,322,4,Alabama State,21
Jerry Hughes,55,DE,ACT,74,254,13,TCU,21
Buddy Johnson,,LB,DEV,74,240,2,Texas A&M,21
Jaleel Johnson,90,DT,TRC,75,316,6,Iowa,21
Tyler Johnson,14,WR,TRC,73,206,3,Minnesota,21
Tyron Johnson,18,WR,TRD,73,193,3,Oklahoma State,21
Johnny Johnson III,89,WR,DEV,73,199,,R,21
Cameron Johnston,11,P,ACT,71,194,5,Ohio State,21
Brevin Jordan,9,TE,ACT,75,245,2,Miami,21
Bopete Keyes,,CB,TRD,73,200,3,Tulane,21
Desmond King,25,DB,ACT,70,200,6,Iowa,21
Christian Kirksey,58,MLB,ACT,74,235,9,Iowa,21
Roy Lopez,91,DT,ACT,74,318,2,Arizona,21
Tristin McCollum,39,DB,DEV,75,195,,R,21
Justin McCray,64,G,ACT,75,315,6,UCF,21
KC McDermott,,OT,DEV,77,330,4,Miami,21
John Metchie III,88,WR,RSN,71,187,,R,21
Davis Mills,10,QB,ACT,76,225,2,Stanford,21
Chris Moore,15,WR,ACT,73,200,7,Cincinnati,21
C.J. Moore,38,DB,TRC,71,199,4,Mississippi,21
Jimmy Morrissey,79,C,ACT,75,303,2,Pittsburgh,21
Eric Murray,23,S,ACT,71,199,7,Minnesota,21
Steven Nelson,21,CB,ACT,71,194,8,Oregon State,21
Adedayo Odeleye,75,DL,DEV,77,271,,R,21
Cedric Ogbuehi,77,OT,TRD,77,306,8,Texas A&M,21
Dare Ogunbowale,33,RB,ACT,71,205,4,Wisconsin,21
Ogbo Okoronkwo,45,DE,ACT,74,253,5,Oklahoma,21
Jonathan Owens,36,S,ACT,71,210,4,Missouri Western,21
Dameon Pierce,31,RB,ACT,70,218,,R,21
Kevin Pierre-Louis,57,LB,RES,72,230,9,Boston College,21
Jalen Pitre,5,FS,ACT,71,198,,R,21
Scott Quessenberry,54,C,ACT,75,310,5,UCLA,21
Teagan Quitoriano,84,TE,ACT,78,259,,R,21
Will Redmond,22,CB,DEV,71,186,7,Mississippi State,21
Jalen Reeves-Maybin,44,LB,ACT,73,230,6,Tennessee,21
Derek Rivers,95,DE,RES,77,250,6,Youngstown State,21
Derick Roberson,50,LB,CUT,75,250,4,Sam Houston State,21
Amari Rodgers,19,WR,ACT,69,212,2,Clemson,21
D'Angelo Ross,35,CB,DEV,69,190,2,New Mexico,21
Mason Schreck,47,TE,DEV,77,252,4,Buffalo,21
Kendall Sheffield,27,DB,TRC,70,212,4,Ohio State,21
Tremon Smith,1,DB,ACT,71,190,5,Central Arkansas,21
Taylor Stallworth,90,DT,ACT,74,300,4,South Carolina,21
Jordan Steckler,70,OT,DEV,77,305,1,Northern Illinois,21
M.J. Stewart,29,CB,ACT,71,200,5,North Carolina,21
Derek Stingley Jr.,24,CB,ACT,72,195,,R,21
Tavierre Thomas,37,CB,ACT,70,205,5,Ferris State,21
Laremy Tunsil,78,OT,ACT,77,313,7,Mississippi,21
Tre'Vour Wallace-Simms,73,G,DEV,77,330,1,Missouri,21
Garret Wallow,32,OLB,ACT,74,230,2,TCU,21
Jon Weeks,46,LS,ACT,70,242,13,Baylor,21
Isaac Yiadom,20,CB,TRC,73,190,5,Boston College,21
Michael Young Jr.,84,WR,CUT,70,195,,R,21
Ameer Abdullah,22,RB,ACT,68,203,8,Nebraska,7
Johnathan Abram,24,S,TRC,72,205,4,Mississippi State,7
Davante Adams,17,WR,ACT,73,215,9,Fresno State,7
Anthony Averett,29,FS,RES,71,184,5,Alabama,7
Alex Bars,64,G,ACT,77,334,4,Notre Dame,7
Jackson Barton,78,OT,ACT,79,302,4,Utah,7
Andrew Billings,97,DT,ACT,73,311,6,Baylor,7
Brandon Bolden,34,RB,ACT,71,220,10,Mississippi,7
Curtis Bolton,36,LB,ACT,72,228,2,Oklahoma,7
Tashawn Bower,96,DE,ACT,77,250,5,LSU,7
Brittain Brown,38,RB,ACT,73,205,,R,7
Ike Brown,46,DB,DEV,72,185,1,Florida International,7
Jayon Brown,50,ILB,ACT,72,226,6,UCLA,7
Darien Butler,58,LB,ACT,70,221,,R,7
Matthew Butler,94,DT,ACT,76,295,,R,7
Austin Calitro,,ILB,DEV,72,240,4,Villanova,7
Tevaughn Campbell,,DB,TRD,72,200,3,Regina,7
Daniel Carlson,2,K,ACT,77,215,5,Auburn,7
Derek Carr,4,QB,ACT,75,210,9,Fresno State,7
Keelan Cole,84,WR,ACT,73,194,6,Kentucky Wesleyan,7
AJ Cole,6,P,ACT,76,220,4,N.C. State,7
Bryce Cosby,44,CB,DEV,69,188,,R,7
Lester Cotton,67,G,RES,76,335,1,Alabama,7
Maxx Crosby,98,DE,ACT,77,255,4,Eastern Michigan,7
Divine Deablo,5,OLB,RES,75,226,2,Virginia Tech,7
Jalen Elliott,36,SAF,DEV,72,205,2,Notre Dame,7
Jermaine Eluemunor,72,OT,ACT,76,345,6,Texas A&M,7
Darren Evans,,DB,CUT,75,174,,R,7
Matthias Farley,49,DB,ACT,71,209,7,Notre Dame,7
Neil Farrell,92,DE,ACT,76,325,,R,7
Clelin Ferrell,99,DE,ACT,76,265,4,Clemson,7
Cole Fotheringham,85,TE,DEV,76,246,,R,7
Chase Garbers,15,QB,DEV,74,215,,R,7
Hroniss Grasu,65,G,ACT,75,301,7,Oregon,7
Javelin Guidry,27,CB,TRC,69,191,3,Utah,7
Vitaliy Gurman,76,OT,DEV,76,310,,R,7
Sebastian Gutierrez,,OT,DEV,78,295,,R,7
Tyler Hall,21,CB,ACT,70,190,2,Wyoming,7
Johnathan Hankins,90,DT,TRC,74,320,10,Ohio State,7
Duron Harmon,30,CB,ACT,72,205,10,Rutgers,7
Justin Herron,71,OT,RES,77,305,3,Wake Forest,7
Nate Hobbs,39,CB,ACT,73,195,2,Illinois,7
Mack Hollins,10,WR,ACT,76,221,6,North Carolina,7
Jacob Hollister,88,TE,ACT,76,245,6,Wyoming,7
Jesper Horsted,80,TE,ACT,75,237,3,Princeton,7
Josh Jacobs,28,RB,ACT,70,220,4,Alabama,7
Andre James,68,C,ACT,76,300,4,UCLA,7
Jordan Jenkins,94,DE,RES,75,260,7,Georgia,7
Jakob Johnson,45,RB,ACT,75,255,4,Tennessee,7
Tyron Johnson,1,WR,TRD,73,193,3,Oklahoma State,7
Chandler Jones,55,DE,ACT,77,260,11,Syracuse,7
Sidney Jones,31,CB,ACT,72,186,5,Washington,7
Micah Kiser,43,LB,RES,72,244,5,Virginia,7
Malcolm Koonce,51,DE,ACT,74,249,2,Buffalo,7
Chris Lacy,14,WR,DEV,75,205,1,Oklahoma State,7
Blake Martinez,54,OLB,CUT,74,237,7,Stanford,7
Luke Masterson,59,LB,ACT,73,234,,R,7
Sincere McCormick,,RB,RES,69,205,,R,7
Jordan Meredith,61,G,TRD,74,302,1,Western Kentucky,7
Kolton Miller,74,OT,ACT,80,325,5,UCLA,7
Tre'von Moehrig,25,S,ACT,74,202,2,TCU,7
Foster Moreau,87,TE,ACT,76,250,4,LSU,7
Thayer Munford Jr.,77,OT,ACT,78,320,,R,7
Bilal Nichols,91,DT,ACT,76,290,5,Delaware,7
Dylan Parham,66,G,ACT,75,311,,R,7
Brandon Parker,75,OT,RES,79,305,5,North Carolina A&T,7
Kyle Peko,92,NT,ACT,73,305,4,Oregon State,7
Denzel Perryman,52,MLB,ACT,71,240,8,Miami,7
Isaiah Pola-Mao,20,SAF,ACT,76,211,,R,7
Billy Price,,C,TRC,76,310,5,Ohio State,7
Reggie Ragland,55,ILB,TRD,74,252,7,Alabama,7
J.R. Reed,,SAF,CUT,73,194,3,Georgia,7
Hunter Renfrow,13,WR,RES,70,185,4,Clemson,7
Amik Robertson,21,CB,ACT,68,187,3,Louisiana Tech,7
Nickell Robey-Coleman,1,DB,DEV,68,180,9,USC,7
Trent Sieg,47,LS,ACT,75,240,5,Colorado State,7
John Simpson,76,G,CUT,76,321,3,Clemson,7
Jarrett Stidham,3,QB,ACT,75,215,3,Auburn,7
Dillon Stoner,16,WR,DEV,72,194,2,Oklahoma State,7
Myron Tagovailoa-Amosa,69,DE,DEV,74,270,,R,7
Roderic Teamer,33,DB,ACT,72,205,3,Tulane,7
Jerry Tillery,90,DT,ACT,78,295,4,Notre Dame,7
DJ Turner,19,WR,ACT,69,206,1,Pittsburgh,7
Malik Turner,,WR,DEV,74,202,5,Illinois,7
Kendal Vickers,95,DE,TRD,75,295,3,Tennessee,7
Darren Waller,83,TE,RES,78,255,6,Georgia Tech,7
Austin Walter,32,RB,DEV,68,190,3,Rice,7
Sam Webb,27,CB,ACT,72,202,,R,7
Zamir White,35,RB,ACT,72,215,,R,7
Albert Wilson,25,WR,DEV,69,195,8,Georgia State,7
Rock Ya-Sin,26,CB,ACT,72,190,4,Temple,7
Isaiah Zuber,89,WR,DEV,72,190,1,Mississippi State,7
Andrew Adams,,DB,TRD,71,205,7,Connecticut,22
Montravius Adams,57,NT,ACT,76,304,6,Auburn,22
Marcus Allen,27,LB,ACT,74,215,4,Penn State,22
Tyson Alualu,94,NT,ACT,75,304,13,California,22
Ryan Anderson,46,LB,CUT,74,255,5,Alabama,22
David Anenih,,LB,DEV,74,245,,R,22
Calvin Austin III,19,WR,RSR,69,162,,R,22
Jordan Berry,,P,CUT,77,195,8,Eastern Kentucky,22
Chris Boswell,9,K,ACT,74,185,8,Rice,22
Miles Boykin,13,WR,ACT,76,220,4,Notre Dame,22
Ja'Marcus Bradley,84,WR,DEV,73,198,2,Louisiana-Lafayette,22
Devin Bush,55,ILB,ACT,71,234,4,Michigan,22
Chase Claypool,11,WR,TRC,76,238,3,Notre Dame,22
Mason Cole,61,C,ACT,77,298,5,Michigan,22
James Daniels,78,G,ACT,76,327,5,Iowa,22
Carlos Davis,73,DT,DEV,74,320,3,Nebraska,22
Jesse Davis,77,G,ACT,78,309,6,Idaho,22
Duke Dawson,29,DB,DEV,70,198,4,Florida,22
Kevin Dotson,69,G,ACT,76,321,3,Louisiana-Lafayette,22
William Dunkle,68,G,DEV,77,330,,R,22
Terrell Edmunds,34,S,ACT,73,217,5,Virginia Tech,22
Emeke Egbule,51,LB,DEV,74,245,3,Houston,22
Minkah Fitzpatrick,39,FS,ACT,73,207,5,Alabama,22
Pat Freiermuth,88,TE,ACT,77,258,2,Penn State,22
Zach Gentry,81,TE,ACT,80,265,4,Michigan,22
Mark Gilbert,31,CB,DEV,73,190,2,Duke,22
Kendrick Green,53,G,ACT,76,315,2,Illinois,22
Najee Harris,22,RB,ACT,73,232,2,Alabama,22
Pressley Harvin III,6,P,ACT,72,255,2,Georgia Tech,22
J.C. Hassenauer,60,C,ACT,74,295,3,Alabama,22
Cameron Heyward,97,NT,ACT,77,295,12,Ohio State,22
Connor Heyward,83,TE,ACT,72,230,,R,22
Alex Highsmith,56,OLB,ACT,76,242,3,Charlotte,22
Jason Huntley,33,RB,DEV,69,195,2,New Mexico State,22
Myles Jack,51,ILB,ACT,73,255,7,UCLA,22
Josh Jackson,16,CB,ACT,72,196,5,Iowa,22
William Jackson,17,CB,RES,72,189,7,Houston,22
Diontae Johnson,18,WR,ACT,70,183,4,Toledo,22
Jamir Jones,48,LB,ACT,75,255,2,Notre Dame,22
Karl Joseph,38,FS,RES,70,200,7,West Virginia,22
Damontae Kazee,24,S,ACT,71,174,6,San Diego State,22
Miles Killebrew,28,DB,ACT,74,222,7,Southern Utah State,22
Christian Kuntz,46,LS,ACT,73,227,2,Duquesne,22
DeMarvin Leal,98,DE,ACT,76,290,,R,22
John Leglue,77,G,DEV,79,310,2,Tulane,22
Isaiahh Loudermilk,92,DE,ACT,79,293,2,Wisconsin,22
Josh Malone,86,WR,CUT,75,205,3,Tennessee,22
Arthur Maulet,35,CB,ACT,70,190,6,Memphis,22
Ryan McCollum,62,C,DEV,77,307,2,Texas A&M,22
Anthony McFarland,26,RB,DEV,68,193,3,Maryland,22
Jeremy McNichols,33,RB,RES,69,205,3,Boise State,22
Anthony Miller,17,WR,RES,71,199,5,Memphis,22
Dan Moore Jr.,65,OT,ACT,77,315,2,Texas A&M,22
Scott Nelson,,DB,CUT,74,205,,R,22
Tre Norwood,21,FS,ACT,72,194,2,Oklahoma,22
Larry Ogunjobi,99,DT,ACT,75,305,6,Charlotte,22
Chukwuma Okorafor,76,OT,ACT,78,320,5,Western Michigan,22
Gunner Olszewski,89,WR,ACT,72,190,4,Bemidji State University,22
George Pickens,14,WR,ACT,75,200,,R,22
Kenny Pickett,8,QB,ACT,75,220,,R,22
James Pierre,42,CB,ACT,74,185,3,Florida Atlantic,22
Carlins Platel,30,CB,RES,73,205,,R,22
Hamilcar Rashed Jr.,55,DE,CUT,74,251,1,Oregon State,22
Malik Reed,50,OLB,ACT,74,235,4,Nevada,22
Justin Rigg,,TE,CUT,78,263,,R,22
Elijah Riley,37,DB,DEV,71,214,2,Army,22
Jaquarii Roberson,,WR,TRC,73,182,,R,22
Mark Robinson,93,LB,ACT,71,235,,R,22
Mason Rudolph,2,QB,ACT,77,235,5,Oklahoma State,22
Chapelle Russell,49,LB,DEV,74,236,3,Temple,22
Nick Sciba,16,K,CUT,69,191,,R,22
Delontae Scott,50,DE,TRC,77,246,1,SMU,22
Trent Scott,72,OT,ACT,77,320,5,Grambling State,22
Steven Sims,82,WR,ACT,70,176,3,Kansas,22
Benny Snell,24,RB,ACT,70,224,4,Kentucky,22
Robert Spillane,41,LB,ACT,73,229,4,Western Michigan,22
Cameron Sutton,20,CB,ACT,71,188,6,Tennessee,22
Master Teague,33,RB,CUT,71,220,,R,22
Mitchell Trubisky,10,QB,ACT,74,220,6,North Carolina,22
Levi Wallace,29,CB,ACT,72,179,5,Alabama,22
Jaylen Warren,30,RB,ACT,68,215,,R,22
Derek Watt,44,FB,ACT,74,234,7,Wisconsin,22
T.J. Watt,90,OLB,ACT,76,252,6,Wisconsin,22
Cody White,15,WR,DEV,75,215,2,Michigan State,22
Rod Williams,86,WR,DEV,76,235,,R,22
Quincy Wilson,36,CB,CUT,74,193,6,Florida,22
Ahkello Witherspoon,25,CB,RES,74,195,6,Colorado,22
Chris Wormley,95,DE,ACT,77,300,6,Michigan,22
Renell Wren,96,DT,DEV,77,315,3,Arizona State,22
Matthew Wright,4,K,CUT,71,174,2,UCF,22
Maurice Alexander,15,WR,DEV,71,180,1,Florida International,15
Alex Anzalone,34,MLB,ACT,75,237,6,Florida,15
Kayode Awosika,74,OT,ACT,75,312,1,Buffalo,15
Mike Badgley,17,K,ACT,70,183,5,Miami,15
Derrick Barnes,55,OLB,ACT,72,238,2,Purdue,15
Greg Bell,29,RB,RES,72,200,,R,15
Trinity Benson,19,WR,RES,72,187,2,East Central,15
Stanley Berryhill,83,WR,DEV,71,190,,R,15
Chris Board,49,OLB,ACT,74,239,5,North Dakota State,15
Tim Boyle,12,QB,TRT,76,232,5,Eastern Kentucky,15
Brady Breeze,15,SAF,DEV,72,200,2,Oregon,15
Michael Brockers,90,DT,ACT,77,297,11,LSU,15
Evan Brown,63,G,ACT,75,320,4,SMU,15
Austin Bryant,2,DE,ACT,77,250,4,Clemson,15
Isaiah Buggs,96,DT,ACT,75,295,4,Alabama,15
Jason Cabinda,45,FB,ACT,73,240,4,Penn State,15
Quintez Cephus,87,WR,RSR,73,208,3,Wisconsin,15
DJ Chark,4,WR,ACT,76,205,5,LSU,15
John Cominsky,79,DE,ACT,77,285,4,Charleston,15
Scott Daly,47,LS,ACT,73,245,2,Notre Dame,15
Jarrad Davis,40,MLB,ACT,73,242,6,Florida,15
Taylor Decker,68,OT,ACT,79,320,7,Ohio State,15
Joshua Dobbs,,QB,DEV,75,216,6,Tennessee,15
Dominik Eberle,17,K,CUT,73,186,1,Utah State,15
DeShon Elliott,5,S,ACT,73,210,5,Texas,15
Obinna Eze,65,OT,DEV,80,325,,R,15
Sam Ficken,18,K,DEV,73,192,4,Penn State,15
Drew Forbes,76,OT,TRC,77,308,3,Southeast Missouri State,15
Jack Fox,3,P,ACT,74,215,3,Rice,15
Jared Goff,16,QB,ACT,76,217,7,California,15
Garrett Griffin,86,TE,DEV,76,246,4,Air Force,15
Will Harris,25,DB,ACT,73,207,4,Boston College,15
Charles Harris,53,DE,RES,75,250,6,Missouri,15
Bruce Hector,92,DT,CUT,74,296,3,University of South Florida,15
T.J. Hockenson,88,TE,TRT,77,248,4,Iowa,15
James Houston,59,LB,ACT,73,241,,R,15
JuJu Hughes,33,S,TRD,71,191,3,Fresno State,15
Mike Hughes,23,CB,ACT,70,191,5,UCF,15
Aidan Hutchinson,97,DE,ACT,79,264,,R,15
Jonah Jackson,73,G,ACT,76,311,3,Ohio State,15
Justin Jackson,42,RB,ACT,72,200,5,Northwestern,15
Jerry Jacobs,39,CB,ACT,71,203,2,Arkansas,15
Jermar Jefferson,28,RB,DEV,70,212,2,Oregon State,15
Josh Johnson,80,WR,CUT,71,179,,R,15
Benito Jones,94,DT,ACT,73,318,2,Mississippi,15
Kerby Joseph,31,FS,ACT,73,203,,R,15
Tom Kennedy,85,WR,ACT,70,195,2,Bryant,15
Tommy Kraemer,78,G,RES,78,316,2,Notre Dame,15
Chase Lucas,36,CB,RES,71,184,,R,15
Alim McNeill,54,DT,ACT,74,325,2,N.C. State,15
Ifeatu Melifonwu,26,SAF,ACT,75,210,2,Syracuse,15
James Mitchell,82,TE,ACT,76,249,,R,15
C.J. Moore,38,DB,ACT,71,199,4,Mississippi,15
Matt Nelson,67,OT,ACT,79,318,3,Iowa,15
Jeff Okudah,1,CB,ACT,73,205,3,Ohio State,15
Julian Okwara,99,OLB,RES,76,239,3,Notre Dame,15
Romeo Okwara,95,DE,ACT,76,255,7,Notre Dame,15
Levi Onwuzurike,91,DT,RES,75,295,2,Washington,15
Amani Oruwariye,24,CB,ACT,74,202,4,Penn State,15
AJ Parker,41,CB,DEV,71,185,2,Kansas State,15
Joshua Paschal,93,DE,ACT,75,274,,R,15
Darrin Paulo,66,OT,DEV,75,320,1,Utah,15
Ross Pierschbacher,66,C,ACT,76,315,2,Alabama,15
Anthony Pittman,57,OLB,ACT,75,240,2,Wayne State,15
Bobby Price,27,DB,RES,75,208,3,Norfolk State,15
Frank Ragnow,77,C,ACT,77,309,5,Arkansas,15
Kalif Raymond,11,WR,ACT,68,180,6,Holy Cross,15
Craig Reynolds,46,RB,RSR,71,216,1,Kutztown,15
Josh Reynolds,8,WR,ACT,75,194,6,Texas A&M,15
Malcolm Rodriguez,44,OLB,ACT,71,230,,R,15
Aldrick Rosas,,K,CUT,74,221,5,Southern Oregon,15
Austin Seibert,19,K,CUT,69,200,4,Oklahoma,15
Penei Sewell,58,OT,ACT,77,335,2,Oregon,15
Dan Skipper,70,G,ACT,81,330,3,Arkansas,15
Saivion Smith,19,S,DEV,73,200,2,Alabama,15
Amon-Ra St. Brown,14,WR,ACT,72,202,2,USC,15
Logan Stenberg,71,G,ACT,78,312,3,Kentucky,15
Nate Sudfeld,10,QB,ACT,78,227,6,Indiana,15
D'Andre Swift,32,RB,ACT,69,208,3,Georgia,15
Demetrius Taylor,52,DE,DEV,73,295,,R,15
Halapoulivaati Vaitai,72,OT,RES,78,328,7,TCU,15
Tracy Walker III,21,FS,RES,73,206,5,Louisiana-Lafayette,15
Jamaal Williams,30,RB,ACT,72,224,6,BYU,15
Jameson Williams,9,WR,ACT,73,179,,R,15
Jarren Williams,34,CB,ACT,71,190,2,Albany,15
Josh Woods,51,LB,ACT,73,230,4,Maryland,15
Brock Wright,89,TE,ACT,77,255,2,Notre Dame,15
Brandon Zylstra,13,WR,DEV,74,215,5,Concordia College,15
Shane Zylstra,84,TE,ACT,76,239,1,Minnesota State,15
Nasir Adderley,24,FS,ACT,72,206,4,Delaware,28
Keenan Allen,13,WR,ACT,74,211,10,California,28
Jeremiah Attaochu,,LB,DEV,75,252,9,Georgia Tech,28
Zack Bailey,78,G,DEV,77,300,2,South Carolina,28
Michael Bandy,83,WR,ACT,70,190,1,San Diego,28
Taylor Bertolet,12,K,DEV,69,188,1,Texas A&M,28
Joey Bosa,97,OLB,RES,77,280,7,Ohio State,28
Bryce Callahan,23,CB,ACT,69,188,8,Rice,28
Tevaughn Campbell,20,DB,TRD,72,200,3,Regina,28
DeAndre Carter,1,WR,ACT,68,190,5,Sacramento State,28
Will Clapp,76,C,ACT,77,311,5,LSU,28
Christian Covington,95,DE,RES,74,300,8,Rice,28
Chase Daniel,4,QB,ACT,72,229,13,Missouri,28
Michael Davis,43,CB,ACT,74,195,6,BYU,28
Tyeler Davison,90,DT,ACT,74,310,8,Fresno State,28
Cameron Dicker,15,K,ACT,73,216,,R,28
Keelan Doss,86,WR,DEV,75,215,2,UC Davis,28
Austin Ekeler,30,RB,ACT,70,200,6,Western State,28
Gerald Everett,7,TE,ACT,75,240,6,South Alabama,28
Breiden Fehoko,96,DT,ACT,75,300,2,LSU,28
Matt Feiler,71,G,ACT,78,330,6,Bloomsburg,28
Morgan Fox,56,DE,ACT,75,275,6,Colorado State (Pueblo),28
Joe Gaziano,92,DE,ACT,76,280,2,Northwestern,28
Alohi Gilman,32,FS,ACT,70,201,3,Notre Dame,28
Jalen Guyton,15,WR,RES,73,212,3,North Texas,28
Kemon Hall,37,DB,ACT,71,190,2,North Texas,28
Josh Harris,47,LS,ACT,73,224,11,Auburn,28
Justin Herbert,10,QB,ACT,78,236,3,Oregon,28
John Hightower,82,WR,DEV,74,190,2,Boise State,28
Christopher Hinton,91,DT,ACT,76,310,,R,28
Dustin Hopkins,6,K,RES,74,193,9,Florida State,28
Zander Horvath,40,RB,ACT,75,230,,R,28
J.C. Jackson,27,CB,RES,73,198,5,Maryland,28
Michael Jacquet,39,DB,DEV,73,201,3,Louisiana-Lafayette,28
Brenden Jaimes,64,OT,ACT,77,300,2,Nebraska,28
Derwin James,3,S,ACT,74,215,5,Florida State,28
Austin Johnson,98,NT,RES,76,314,7,Penn State,28
Zion Johnson,77,G,ACT,75,316,,R,28
Sebastian Joseph-Day,69,DT,ACT,76,310,5,Rutgers,28
Hunter Kampmoyer,87,TE,DEV,76,243,1,Oregon,28
Joshua Kelley,25,RB,ACT,71,212,3,UCLA,28
Carlo Kemp,54,LB,DEV,75,281,1,Michigan,28
Raheem Layne,41,SAF,ACT,71,192,,R,28
Deane Leonard,33,CB,ACT,72,195,,R,28
Corey Linsley,63,C,ACT,75,301,9,Ohio State,28
Damon Lloyd,53,LB,RES,72,236,2,"Indiana PA, University of",28
Khalil Mack,52,OLB,ACT,75,269,9,Buffalo,28
Tyreek Maddox-Williams,58,LB,DEV,72,228,,R,28
Tre' McKitty,88,TE,ACT,76,246,2,Georgia,28
Forrest Merrill,91,DT,RES,72,322,1,Arkansas State,28
Sony Michel,20,RB,ACT,71,215,5,Georgia,28
David Moa,96,DT,DEV,75,296,1,Boise State,28
Jason Moore,11,WR,ACT,75,215,3,Findlay,28
Kenneth Murray,9,ILB,ACT,74,241,3,Oklahoma,28
Nick Niemann,31,LB,ACT,75,244,2,Iowa,28
Storm Norton,74,OT,ACT,79,317,3,Toledo,28
Amen Ogbongbemiga,57,LB,ACT,72,231,2,Oklahoma State,28
Otito Ogbonnia,93,DT,RES,76,320,,R,28
Josh Palmer,5,WR,ACT,73,210,2,Tennessee,28
Donald Parham,89,TE,RSR,80,237,3,Stetson,28
Trey Pipkins,79,OT,ACT,78,307,4,Sioux Falls,28
Austen Pleasants,74,OT,DEV,79,328,1,Ohio,28
Joe Reed,12,WR,DEV,72,224,2,Virginia,28
Troy Reeder,42,LB,ACT,75,245,4,Delaware,28
Richard Rodgers,82,TE,RES,76,257,7,California,28
Larry Rountree III,34,RB,DEV,70,210,2,Missouri,28
Chris Rumph II,94,LB,ACT,74,244,2,Duke,28
Jamaree Salyer,68,OT,ACT,76,325,,R,28
Asante Samuel Jr.,26,CB,ACT,70,180,2,Florida State,28
Foster Sarell,73,OT,ACT,78,322,1,Stanford,28
J.K. Scott,16,P,ACT,77,208,4,Alabama,28
Rashawn Slater,70,OT,RES,76,315,2,Northwestern,28
Stone Smartt,48,TE,ACT,76,226,,R,28
Isaiah Spiller,28,RB,ACT,73,215,,R,28
Easton Stick,2,QB,ACT,73,224,4,North Dakota State,28
Ja'Sir Taylor,36,CB,ACT,70,185,,R,28
Jerry Tillery,99,DT,TRT,78,295,4,Notre Dame,28
Andrew Trainer,62,OT,RES,79,320,,R,28
Drue Tranquill,49,ILB,ACT,74,234,4,Notre Dame,28
Derrek Tuszka,59,LB,ACT,76,246,3,North Dakota State,28
Kyle Van Noy,8,OLB,ACT,75,250,9,BYU,28
Isaac Weaver,60,C,RES,78,310,,R,28
Mark Webb,29,SAF,DEV,73,207,2,Georgia,28
Mike Williams,81,WR,ACT,76,218,6,Clemson,28
JT Woods,22,SAF,ACT,74,193,,R,28
Devon Allen,39,WR,DEV,73,190,,R,3
Kayode Awosika,72,OT,TRD,75,312,1,Buffalo,3
Kawaan Baker,,WR,CUT,73,215,1,South Alabama,3
Derek Barnett,96,DE,RES,75,259,6,Tennessee,3
Marquise Blair,,DB,DEV,73,196,4,Utah,3
Reed Blankenship,32,SAF,ACT,73,203,,R,3
Ian Book,19,QB,ACT,72,206,2,Notre Dame,3
James Bradberry,24,CB,ACT,73,210,7,Samford,3
Shaun Bradley,54,LB,ACT,73,240,3,Temple,3
Kennedy Brooks,49,RB,CUT,71,213,,R,3
A.J. Brown,11,WR,ACT,73,226,4,Mississippi,3
Deon Cain,85,WR,CUT,74,202,3,Clemson,3
Grant Calcaterra,81,TE,ACT,76,240,,R,3
Andre Chachere,21,DB,DEV,72,197,2,San Jose State,3
Le'Raven Clark,74,OT,TRC,77,319,7,Texas Tech,3
Britain Covey,41,WR,ACT,68,173,,R,3
Fletcher Cox,91,DE,ACT,76,310,11,Mississippi State,3
Jordan Davis,90,DT,ACT,78,336,,R,3
Nakobe Dean,17,LB,ACT,71,231,,R,3
Cameron Dicker,16,K,TRC,73,216,,R,3
Landon Dickerson,69,G,ACT,78,333,2,Alabama,3
Andre Dillard,77,OT,ACT,77,315,4,Washington State,3
Jack Driscoll,63,OT,ACT,77,312,3,Auburn,3
T.J. Edwards,57,MLB,ACT,73,242,4,Wisconsin,3
Jake Elliott,4,K,ACT,69,167,6,Memphis,3
Christian Elliss,53,LB,ACT,75,231,1,Idaho,3
Noah Elliss,,DT,RSN,76,367,,R,3
Marcus Epps,22,S,ACT,72,198,4,Wyoming,3
Kenneth Gainwell,14,RB,ACT,69,200,2,Memphis,3
C.J. Gardner-Johnson,23,FS,RES,71,210,3,Florida,3
Dallas Goedert,88,TE,RES,77,256,5,South Dakota State,3
Mario Goodrich,32,CB,DEV,72,186,,R,3
Brandon Graham,55,DE,ACT,74,265,13,Michigan,3
Javelin Guidry,,CB,TRD,69,191,3,Utah,3
Javon Hargrave,97,NT,ACT,74,305,7,South Carolina State,3
Jalen Hurts,1,QB,ACT,73,223,3,Oklahoma,3
